datetime,"('close', '^nsei')","('high', '^nsei')","('low', '^nsei')","('open', '^nsei')","('volume', '^nsei')"
2025-04-23 09:50:00+00:00,24325.400390625,24330.349609375,24322.80078125,24328.150390625,0
2025-04-23 09:55:00+00:00,24300.849609375,24327.05078125,24287.900390625,24324.900390625,0
2025-04-24 09:15:00+00:00,24240.94921875,24246.400390625,24237.25,24243.30078125,0
2025-04-24 09:20:00+00:00,24223.30078125,24242.349609375,24218.5,24238.80078125,0
2025-04-24 09:25:00+00:00,24221.25,24229.94921875,24217.19921875,24223.25,0
2025-04-24 09:30:00+00:00,24243.55078125,24247.599609375,24222.75,24222.75,0
2025-04-24 09:35:00+00:00,24247.150390625,24252.75,24235.55078125,24244.650390625,0
2025-04-24 09:40:00+00:00,24250.349609375,24259.69921875,24242.5,24248.0,0
2025-04-24 09:45:00+00:00,24252.400390625,24257.19921875,24244.30078125,24248.44921875,0
2025-04-24 09:50:00+00:00,24249.30078125,24254.400390625,24244.400390625,24253.400390625,0
2025-04-24 09:55:00+00:00,24245.05078125,24254.099609375,24240.75,24249.55078125,0
2025-04-25 09:15:00+00:00,24073.19921875,24073.25,24038.150390625,24064.30078125,0
2025-04-25 09:20:00+00:00,24089.849609375,24092.44921875,24066.19921875,24073.849609375,0
2025-04-25 09:25:00+00:00,24077.55078125,24100.30078125,24072.25,24090.94921875,0
2025-04-25 09:30:00+00:00,24080.099609375,24085.30078125,24058.44921875,24076.94921875,0
2025-04-25 09:35:00+00:00,24067.599609375,24085.349609375,24059.30078125,24078.650390625,0
2025-04-25 09:40:00+00:00,24052.80078125,24079.80078125,24045.94921875,24068.650390625,0
2025-04-25 09:45:00+00:00,24036.150390625,24054.650390625,24035.80078125,24052.94921875,0
2025-04-25 09:50:00+00:00,24000.150390625,24037.099609375,23994.849609375,24035.900390625,0
2025-04-25 09:55:00+00:00,23991.05078125,24006.30078125,23986.099609375,24001.650390625,0
2025-04-28 09:15:00+00:00,24281.19921875,24283.75,24260.900390625,24276.44921875,0
2025-04-28 09:20:00+00:00,24311.80078125,24313.599609375,24277.849609375,24283.25,0
2025-04-28 09:25:00+00:00,24318.44921875,24325.599609375,24306.30078125,24313.55078125,0
2025-04-28 09:30:00+00:00,24327.94921875,24341.30078125,24320.599609375,24322.19921875,0
2025-04-28 09:35:00+00:00,24314.19921875,24330.25,24311.849609375,24329.900390625,0
2025-04-28 09:40:00+00:00,24324.099609375,24327.94921875,24312.900390625,24314.599609375,0
2025-04-28 09:45:00+00:00,24335.80078125,24337.19921875,24325.25,24325.599609375,0
2025-04-28 09:50:00+00:00,24322.44921875,24337.75,24322.05078125,24336.5,0
2025-04-28 09:55:00+00:00,24312.900390625,24330.05078125,24309.55078125,24322.400390625,0
2025-04-29 09:15:00+00:00,24352.94921875,24357.94921875,24347.849609375,24356.19921875,0
2025-04-29 09:20:00+00:00,24346.849609375,24358.0,24344.849609375,24353.349609375,0
2025-04-29 09:25:00+00:00,24340.19921875,24355.69921875,24339.44921875,24346.80078125,0
2025-04-29 09:30:00+00:00,24331.400390625,24347.80078125,24325.19921875,24340.55078125,0
2025-04-29 09:35:00+00:00,24332.69921875,24336.5,24324.900390625,24331.55078125,0
2025-04-29 09:40:00+00:00,24326.44921875,24335.599609375,24324.44921875,24332.599609375,0
2025-04-29 09:45:00+00:00,24339.650390625,24341.44921875,24310.599609375,24326.19921875,0
2025-04-29 09:50:00+00:00,24331.349609375,24348.5,24325.849609375,24338.849609375,0
2025-04-29 09:55:00+00:00,24325.44921875,24333.80078125,24317.599609375,24328.650390625,0
2025-04-30 09:15:00+00:00,24353.150390625,24358.80078125,24338.30078125,24339.5,0
2025-04-30 09:20:00+00:00,24376.650390625,24377.599609375,24353.55078125,24353.650390625,0
2025-04-30 09:25:00+00:00,24368.55078125,24388.80078125,24354.849609375,24376.69921875,0
2025-04-30 09:30:00+00:00,24370.0,24395.80078125,24364.94921875,24367.30078125,0
2025-04-30 09:35:00+00:00,24380.25,24385.80078125,24370.30078125,24370.30078125,0
2025-04-30 09:40:00+00:00,24349.400390625,24381.0,24348.44921875,24379.75,0
2025-04-30 09:45:00+00:00,24322.44921875,24353.150390625,24322.150390625,24348.849609375,0
2025-04-30 09:50:00+00:00,24293.349609375,24325.099609375,24289.94921875,24324.0,0
2025-04-30 09:55:00+00:00,24243.44921875,24293.0,24230.099609375,24292.05078125,0
2025-05-02 09:15:00+00:00,24348.400390625,24356.349609375,24319.099609375,24325.349609375,0
2025-05-02 09:20:00+00:00,24372.400390625,24372.650390625,24347.55078125,24348.05078125,0
2025-05-02 09:25:00+00:00,24373.94921875,24381.80078125,24366.30078125,24371.650390625,0
2025-05-02 09:30:00+00:00,24354.25,24397.75,24354.25,24373.400390625,0
2025-05-02 09:35:00+00:00,24354.94921875,24363.599609375,24338.150390625,24353.94921875,0
2025-05-02 09:40:00+00:00,24367.150390625,24367.150390625,24348.400390625,24354.849609375,0
2025-05-02 09:45:00+00:00,24329.900390625,24368.150390625,24322.69921875,24365.44921875,0
2025-05-02 09:50:00+00:00,24333.150390625,24342.69921875,24326.19921875,24329.05078125,0
2025-05-02 09:55:00+00:00,24313.650390625,24334.55078125,24309.849609375,24331.44921875,0
2025-05-05 09:15:00+00:00,24481.150390625,24481.80078125,24471.849609375,24475.69921875,0
2025-05-05 09:20:00+00:00,24483.30078125,24483.650390625,24473.80078125,24480.5,0
2025-05-05 09:25:00+00:00,24471.150390625,24487.0,24467.900390625,24482.900390625,0
2025-05-05 09:30:00+00:00,24457.150390625,24474.0,24453.0,24471.099609375,0
2025-05-05 09:35:00+00:00,24456.25,24457.80078125,24442.150390625,24456.80078125,0
2025-05-05 09:40:00+00:00,24448.30078125,24457.05078125,24446.849609375,24457.05078125,0
2025-05-05 09:45:00+00:00,24470.400390625,24474.19921875,24447.5,24448.599609375,0
2025-05-05 09:50:00+00:00,24473.44921875,24474.5,24464.0,24470.150390625,0
2025-05-05 09:55:00+00:00,24459.5,24475.19921875,24457.19921875,24472.599609375,0
2025-05-06 09:15:00+00:00,24373.69921875,24382.80078125,24367.599609375,24377.5,0
2025-05-06 09:20:00+00:00,24368.30078125,24376.75,24364.150390625,24373.44921875,0
2025-05-06 09:25:00+00:00,24368.55078125,24372.25,24356.400390625,24367.400390625,0
2025-05-06 09:30:00+00:00,24390.0,24393.5,24365.5,24365.5,0
2025-05-06 09:35:00+00:00,24399.849609375,24399.849609375,24387.099609375,24390.75,0
2025-05-06 09:40:00+00:00,24387.650390625,24400.650390625,24386.400390625,24398.849609375,0
2025-05-06 09:45:00+00:00,24365.19921875,24389.25,24360.94921875,24387.69921875,0
2025-05-06 09:50:00+00:00,24368.150390625,24373.30078125,24364.599609375,24364.599609375,0
2025-05-06 09:55:00+00:00,24335.900390625,24376.0,24332.75,24368.400390625,0
2025-05-07 09:15:00+00:00,24411.25,24416.900390625,24404.650390625,24416.150390625,0
2025-05-07 09:20:00+00:00,24398.349609375,24411.55078125,24396.94921875,24411.55078125,0
2025-05-07 09:25:00+00:00,24395.349609375,24417.44921875,24394.400390625,24398.349609375,0
2025-05-07 09:30:00+00:00,24419.099609375,24424.05078125,24395.69921875,24395.69921875,0
2025-05-07 09:35:00+00:00,24413.599609375,24422.599609375,24410.849609375,24418.599609375,0
2025-05-07 09:40:00+00:00,24407.05078125,24415.099609375,24403.44921875,24412.25,0
2025-05-07 09:45:00+00:00,24411.0,24425.05078125,24406.55078125,24406.80078125,0
2025-05-07 09:50:00+00:00,24412.30078125,24413.400390625,24406.19921875,24409.75,0
2025-05-07 09:55:00+00:00,24409.30078125,24420.30078125,24403.80078125,24410.599609375,0
2025-05-08 09:15:00+00:00,24317.94921875,24339.900390625,24310.099609375,24338.19921875,0
2025-05-08 09:20:00+00:00,24261.94921875,24318.349609375,24261.849609375,24318.349609375,0
2025-05-08 09:25:00+00:00,24262.849609375,24294.900390625,24244.400390625,24263.05078125,0
2025-05-08 09:30:00+00:00,24285.55078125,24294.599609375,24247.69921875,24262.19921875,0
2025-05-08 09:35:00+00:00,24316.650390625,24322.599609375,24286.599609375,24286.599609375,0
2025-05-08 09:40:00+00:00,24308.44921875,24322.099609375,24302.900390625,24318.44921875,0
2025-05-08 09:45:00+00:00,24266.75,24310.900390625,24266.400390625,24309.150390625,0
2025-05-08 09:50:00+00:00,24214.0,24268.099609375,24214.0,24266.94921875,0
2025-05-08 09:55:00+00:00,24153.19921875,24223.5,24151.44921875,24213.75,0
2025-05-09 09:15:00+00:00,24003.0,24003.80078125,23985.650390625,23986.150390625,0
2025-05-09 09:20:00+00:00,24003.900390625,24025.69921875,24000.5,24002.099609375,0
2025-05-09 09:25:00+00:00,24016.75,24016.75,23998.44921875,24003.150390625,0
2025-05-09 09:30:00+00:00,23995.900390625,24017.55078125,23988.44921875,24013.80078125,0
2025-05-09 09:35:00+00:00,24001.55078125,24013.150390625,23993.400390625,23993.400390625,0
2025-05-09 09:40:00+00:00,24000.55078125,24003.94921875,23993.19921875,23999.599609375,0
2025-05-09 09:45:00+00:00,24019.05078125,24019.05078125,23997.349609375,23999.30078125,0
2025-05-09 09:50:00+00:00,24022.05078125,24022.849609375,24001.099609375,24017.599609375,0
2025-05-09 09:55:00+00:00,24038.650390625,24046.900390625,24017.44921875,24020.0,0
2025-05-12 09:15:00+00:00,24877.69921875,24881.5,24858.19921875,24862.19921875,0
2025-05-12 09:20:00+00:00,24894.80078125,24898.05078125,24871.150390625,24874.75,0
2025-05-12 09:25:00+00:00,24921.599609375,24926.099609375,24891.599609375,24894.349609375,0
2025-05-12 09:30:00+00:00,24909.19921875,24930.349609375,24909.19921875,24920.849609375,0
2025-05-12 09:35:00+00:00,24905.69921875,24912.5,24898.349609375,24909.5,0
2025-05-12 09:40:00+00:00,24907.44921875,24915.05078125,24905.150390625,24905.75,0
2025-05-12 09:45:00+00:00,24941.0,24944.19921875,24904.75,24906.05078125,0
2025-05-12 09:50:00+00:00,24934.0,24943.650390625,24928.650390625,24941.44921875,0
2025-05-12 09:55:00+00:00,24920.25,24935.44921875,24920.25,24932.900390625,0
2025-05-13 09:15:00+00:00,24613.05078125,24636.849609375,24599.849609375,24601.150390625,0
2025-05-13 09:20:00+00:00,24614.55078125,24628.849609375,24611.349609375,24612.55078125,0
2025-05-13 09:25:00+00:00,24614.80078125,24629.44921875,24591.30078125,24615.099609375,0
2025-05-13 09:30:00+00:00,24575.349609375,24621.19921875,24574.25,24615.55078125,0
2025-05-13 09:35:00+00:00,24582.0,24586.19921875,24569.0,24574.849609375,0
2025-05-13 09:40:00+00:00,24559.44921875,24582.349609375,24559.44921875,24581.599609375,0
2025-05-13 09:45:00+00:00,24578.80078125,24587.19921875,24558.400390625,24560.0,0
2025-05-13 09:50:00+00:00,24560.44921875,24586.69921875,24548.05078125,24578.150390625,0
2025-05-13 09:55:00+00:00,24592.25,24594.30078125,24560.80078125,24561.849609375,0
2025-05-14 09:15:00+00:00,24633.55078125,24636.55078125,24618.400390625,24624.94921875,0
2025-05-14 09:20:00+00:00,24632.94921875,24637.69921875,24624.150390625,24633.05078125,0
2025-05-14 09:25:00+00:00,24633.25,24642.05078125,24629.44921875,24633.05078125,0
2025-05-14 09:30:00+00:00,24659.80078125,24667.05078125,24632.25,24633.30078125,0
2025-05-14 09:35:00+00:00,24673.400390625,24673.400390625,24658.599609375,24659.69921875,0
2025-05-14 09:40:00+00:00,24669.55078125,24675.19921875,24661.0,24672.650390625,0
2025-05-14 09:45:00+00:00,24657.69921875,24670.75,24651.30078125,24669.94921875,0
2025-05-14 09:50:00+00:00,24677.599609375,24678.900390625,24657.55078125,24658.150390625,0
2025-05-14 09:55:00+00:00,24685.75,24696.75,24678.349609375,24678.349609375,0
2025-05-15 09:15:00+00:00,25070.099609375,25089.150390625,25063.650390625,25089.150390625,0
2025-05-15 09:20:00+00:00,25067.05078125,25076.05078125,25061.400390625,25070.55078125,0
2025-05-15 09:25:00+00:00,25064.400390625,25068.75,25040.0,25068.75,0
2025-05-15 09:30:00+00:00,25079.849609375,25082.150390625,25048.80078125,25065.0,0
2025-05-15 09:35:00+00:00,25081.05078125,25083.69921875,25073.55078125,25079.900390625,0
2025-05-15 09:40:00+00:00,25056.400390625,25081.75,25056.05078125,25081.19921875,0
2025-05-15 09:45:00+00:00,25050.099609375,25061.80078125,25043.650390625,25055.19921875,0
2025-05-15 09:50:00+00:00,25058.30078125,25063.44921875,25050.349609375,25050.44921875,0
2025-05-15 09:55:00+00:00,25035.30078125,25062.44921875,25035.30078125,25057.900390625,0
2025-05-16 09:15:00+00:00,25010.349609375,25017.900390625,25008.69921875,25014.400390625,0
2025-05-16 09:20:00+00:00,25013.099609375,25019.44921875,25008.349609375,25011.05078125,0
2025-05-16 09:25:00+00:00,25011.900390625,25016.5,25005.30078125,25013.400390625,0
2025-05-16 09:30:00+00:00,25023.25,25027.69921875,25011.650390625,25012.30078125,0
2025-05-16 09:35:00+00:00,25032.900390625,25032.900390625,25020.05078125,25023.650390625,0
2025-05-16 09:40:00+00:00,25024.19921875,25034.5,25023.55078125,25033.150390625,0
2025-05-16 09:45:00+00:00,25017.0,25025.599609375,25015.349609375,25025.44921875,0
2025-05-16 09:50:00+00:00,25015.94921875,25018.30078125,25010.80078125,25017.5,0
2025-05-16 09:55:00+00:00,25013.099609375,25018.900390625,25002.69921875,25015.0,0
2025-05-19 09:15:00+00:00,24929.849609375,24942.80078125,24916.650390625,24941.30078125,0
2025-05-19 09:20:00+00:00,24922.150390625,24937.349609375,24919.0,24931.55078125,0
2025-05-19 09:25:00+00:00,24926.44921875,24930.44921875,24921.400390625,24923.19921875,0
2025-05-19 09:30:00+00:00,24948.650390625,24958.5,24926.19921875,24926.94921875,0
2025-05-19 09:35:00+00:00,24945.25,24956.150390625,24936.25,24947.900390625,0
2025-05-19 09:40:00+00:00,24945.650390625,24949.5,24942.5,24945.650390625,0
2025-05-19 09:45:00+00:00,24945.400390625,24946.849609375,24940.30078125,24945.349609375,0
2025-05-19 09:50:00+00:00,24945.25,24947.94921875,24939.75,24944.849609375,0
2025-05-19 09:55:00+00:00,24935.349609375,24951.650390625,24927.44921875,24944.80078125,0
2025-05-20 09:15:00+00:00,24699.150390625,24707.05078125,24679.150390625,24681.650390625,0
2025-05-20 09:20:00+00:00,24689.25,24706.69921875,24688.69921875,24699.80078125,0
2025-05-20 09:25:00+00:00,24677.30078125,24691.69921875,24677.0,24688.650390625,0
2025-05-20 09:30:00+00:00,24680.150390625,24695.19921875,24675.0,24677.25,0
2025-05-20 09:35:00+00:00,24686.19921875,24686.80078125,24670.0,24679.80078125,0
2025-05-20 09:40:00+00:00,24693.099609375,24703.55078125,24684.19921875,24685.44921875,0
2025-05-20 09:45:00+00:00,24676.650390625,24693.69921875,24672.05078125,24692.849609375,0
2025-05-20 09:50:00+00:00,24683.150390625,24688.900390625,24675.900390625,24676.599609375,0
2025-05-20 09:55:00+00:00,24713.849609375,24713.849609375,24682.44921875,24682.75,0
2025-05-21 09:15:00+00:00,24799.05078125,24806.0,24792.55078125,24801.69921875,0
2025-05-21 09:20:00+00:00,24810.25,24813.900390625,24790.150390625,24798.69921875,0
2025-05-21 09:25:00+00:00,24807.19921875,24812.900390625,24796.349609375,24810.94921875,0
2025-05-21 09:30:00+00:00,24816.75,24828.44921875,24807.0,24807.0,0
2025-05-21 09:35:00+00:00,24829.349609375,24829.849609375,24815.0,24816.75,0
2025-05-21 09:40:00+00:00,24809.69921875,24828.400390625,24803.650390625,24828.400390625,0
2025-05-21 09:45:00+00:00,24811.349609375,24815.69921875,24806.5,24809.400390625,0
2025-05-21 09:50:00+00:00,24797.099609375,24819.94921875,24794.849609375,24811.44921875,0
2025-05-21 09:55:00+00:00,24800.400390625,24806.5,24796.5,24797.44921875,0
